Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
RFB,Fertilizers by Product,203,Czechia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2017,2017,t,260743,A,Official figure
RFB,Fertilizers by Product,203,Czechia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2018,2018,t,241436,A,Official figure
RFB,Fertilizers by Product,203,Czechia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2019,2019,t,219413,A,Official figure
RFB,Fertilizers by Product,203,Czechia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2020,2020,t,161001.18,A,Official figure
RFB,Fertilizers by Product,203,Czechia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2021,2021,t,175966.08,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2006,2006,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2007,2007,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2008,2008,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2009,2009,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2010,2010,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2011,2011,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2012,2012,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2013,2013,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2014,2014,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2015,2015,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2016,2016,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2017,2017,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2018,2018,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2019,2019,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2020,2020,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4003,Ammonium nitrate (AN),2021,2021,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2004,2004,t,33173,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2005,2005,t,26717,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2009,2009,t,28317,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2010,2010,t,24374,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2011,2011,t,24436,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2012,2012,t,23984,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2013,2013,t,15677,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2014,2014,t,13867,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2015,2015,t,11131,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2016,2016,t,9463,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2017,2017,t,10389,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2019,2019,t,12796,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2020,2020,t,22929,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4003,Ammonium nitrate (AN),2021,2021,t,2571,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2006,2006,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2007,2007,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2008,2008,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2009,2009,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2010,2010,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2011,2011,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2012,2012,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2013,2013,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2014,2014,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2015,2015,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2016,2016,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2017,2017,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2018,2018,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2019,2019,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2020,2020,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2021,2021,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2004,2004,t,13945,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2005,2005,t,14327,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2009,2009,t,32646,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2010,2010,t,22770,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2011,2011,t,24436,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2012,2012,t,20749,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2013,2013,t,21429,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2014,2014,t,41417,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2015,2015,t,95360,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2016,2016,t,29295,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2017,2017,t,28924,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2018,2018,t,18076.01,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2019,2019,t,28100,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2020,2020,t,40140,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2021,2021,t,36232,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2006,2006,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2007,2007,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2008,2008,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2009,2009,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2010,2010,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2011,2011,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2012,2012,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2013,2013,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2014,2014,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2015,2015,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2016,2016,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2017,2017,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2018,2018,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2019,2019,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2020,2020,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4001,Urea,2021,2021,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2004,2004,t,751,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2005,2005,t,796,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2009,2009,t,2495,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2010,2010,t,1151,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2011,2011,t,1127,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2012,2012,t,1764,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2013,2013,t,823,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2014,2014,t,688,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2015,2015,t,1938,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2016,2016,t,2157,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2017,2017,t,2111,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2018,2018,t,1111.59,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2019,2019,t,981,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2020,2020,t,1268,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4001,Urea,2021,2021,t,1615,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2006,2006,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2007,2007,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2008,2008,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2009,2009,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2010,2010,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2011,2011,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2012,2012,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2013,2013,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2014,2014,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2015,2015,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2016,2016,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2017,2017,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2018,2018,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2019,2019,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2020,2020,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5510,Production,4006,Urea and ammonium nitrate solutions (UAN),2021,2021,t,0,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2018,2018,t,8896,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2019,2019,t,37973,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2020,2020,t,28644,A,Official figure
RFB,Fertilizers by Product,208,Denmark,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2021,2021,t,36927,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5510,Production,4003,Ammonium nitrate (AN),2004,2004,t,61,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5510,Production,4003,Ammonium nitrate (AN),2009,2009,t,2377,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5510,Production,4003,Ammonium nitrate (AN),2010,2010,t,2186,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5510,Production,4003,Ammonium nitrate (AN),2011,2011,t,792,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5510,Production,4003,Ammonium nitrate (AN),2012,2012,t,800,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5510,Production,4003,Ammonium nitrate (AN),2013,2013,t,1105,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5510,Production,4003,Ammonium nitrate (AN),2015,2015,t,354,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5510,Production,4003,Ammonium nitrate (AN),2016,2016,t,332,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5510,Production,4003,Ammonium nitrate (AN),2017,2017,t,740,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5510,Production,4003,Ammonium nitrate (AN),2018,2018,t,788,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5510,Production,4003,Ammonium nitrate (AN),2019,2019,t,4252,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2004,2004,t,47992,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2005,2005,t,19038,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2006,2006,t,18702,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2007,2007,t,20684,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2009,2009,t,51336,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2010,2010,t,68645.7,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4003,Ammonium nitrate (AN),2011,2011,t,75229,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2004,2004,t,1790,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2005,2005,t,215,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2006,2006,t,1430,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2007,2007,t,5864,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2008,2008,t,6494,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2009,2009,t,18349,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2010,2010,t,2371.15,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2011,2011,t,7556,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5510,Production,4001,Urea,2003,2003,t,73913,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5510,Production,4001,Urea,2004,2004,t,61051,A,Official figure
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4001,Urea,2004,2004,t,11421,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4001,Urea,2010,2010,t,5156.09,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4001,Urea,2011,2011,t,2065,I,Imputed value
RFB,Fertilizers by Product,233,Estonia,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2005,2005,t,8,I,Imputed value
RFB,Fertilizers by Product,246,Finland,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2011,2011,t,42454,I,Imputed value
RFB,Fertilizers by Product,246,Finland,5157,Agricultural Use,4001,Urea,2009,2009,t,31325,I,Imputed value
RFB,Fertilizers by Product,246,Finland,5157,Agricultural Use,4001,Urea,2010,2010,t,39822,I,Imputed value
RFB,Fertilizers by Product,246,Finland,5157,Agricultural Use,4001,Urea,2011,2011,t,31784,I,Imputed value
RFB,Fertilizers by Product,246,Finland,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2009,2009,t,35,I,Imputed value
RFB,Fertilizers by Product,246,Finland,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2010,2010,t,77,I,Imputed value
RFB,Fertilizers by Product,246,Finland,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2011,2011,t,122,I,Imputed value
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4003,Ammonium nitrate (AN),2012,2012,t,1735291,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4003,Ammonium nitrate (AN),2013,2013,t,1786687,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4003,Ammonium nitrate (AN),2014,2014,t,1688206,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4003,Ammonium nitrate (AN),2015,2015,t,1703198,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4003,Ammonium nitrate (AN),2016,2016,t,1572873,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4003,Ammonium nitrate (AN),2017,2017,t,1616252,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4003,Ammonium nitrate (AN),2018,2018,t,1472018.4,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4003,Ammonium nitrate (AN),2019,2019,t,1478367.44,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4003,Ammonium nitrate (AN),2020,2020,t,1566077.85,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4003,Ammonium nitrate (AN),2021,2021,t,1373037.5,A,Official figure
RFB,Fertilizers by Product,250,France,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2011,2011,t,740982,A,Official figure
RFB,Fertilizers by Product,250,France,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2012,2012,t,790436,A,Official figure
RFB,Fertilizers by Product,250,France,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2013,2013,t,903574,A,Official figure
RFB,Fertilizers by Product,250,France,5510,Production,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2014,2014,t,799561,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2012,2012,t,1087199,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2013,2013,t,1036857,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2014,2014,t,1147949,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2015,2015,t,1233677,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2016,2016,t,1030508,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2017,2017,t,978115,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2018,2018,t,803045.78,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2019,2019,t,930105.87,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2020,2020,t,997266.86,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4004,Calcium ammonium nitrate (CAN) and other mixtures with calcium carbonate,2021,2021,t,1061997.71,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4001,Urea,2012,2012,t,567834,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4001,Urea,2013,2013,t,697994,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4001,Urea,2014,2014,t,759372,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4001,Urea,2015,2015,t,836036,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4001,Urea,2016,2016,t,1017602,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4001,Urea,2017,2017,t,1144197,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4001,Urea,2018,2018,t,961394,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4001,Urea,2019,2019,t,853440,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4001,Urea,2020,2020,t,809201,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4001,Urea,2021,2021,t,741323,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2012,2012,t,2041887,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2013,2013,t,2303062,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2014,2014,t,2221190,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2015,2015,t,2310758,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2016,2016,t,2326214,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2017,2017,t,2327035,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2018,2018,t,2428304,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2019,2019,t,2115271,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2020,2020,t,2463988,A,Official figure
RFB,Fertilizers by Product,250,France,5157,Agricultural Use,4006,Urea and ammonium nitrate solutions (UAN),2021,2021,t,1823143,A,Official figure
RFB,Fertilizers by Product,300,Greece,5157,Agricultural Use,4003,Ammonium nitrate (AN),2004,2004,t,80958,I,Imputed value
RFB,Fertilizers by Product,300,Greece,5157,Agricultural Use,4003,Ammonium nitrate (AN),2005,2005,t,69099,I,Imputed value
RFB,Fertilizers by Product,300,Greece,5157,Agricultural Use,4003,Ammonium nitrate (AN),2006,2006,t,86023,I,Imputed value
RFB,Fertilizers by Product,300,Greece,5157,Agricultural Use,4003,Ammonium nitrate (AN),2007,2007,t,43283,I,Imputed value
RFB,Fertilizers by Product,300,Greece,5157,Agricultural Use,4003,Ammonium nitrate (AN),2008,2008,t,81292,I,Imputed value
RFB,Fertilizers by Product,300,Greece,5157,Agricultural Use,4003,Ammonium nitrate (AN),2009,2009,t,60762,I,Imputed value
